TM,WD,WSPD,WS_GST,VIS,RVR1,RVR2,RVR3,RVR4,WC,TMP,TD,PS,PA,RN,HM,CA_TOT,CLA_1LYR,BASE_1LYR,CLF_1LYR,CLA_2LYR,BASE_2LYR,CLF_2LYR,CLA_3LYR,BASE_3LYR,CLF_3LYR,CLA_4LYR,BASE_4LYR,CLF_4LYR
2015112115,34,13,,1000,,,,,,113,6,10262,10254,,48,2,2,140,3,,,,,,,,,
2015112116,34,9,,1000,,,,,,116,18,10266,10258,,51,2,2,140,3,,,,,,,,,
2015112117,36,6,,1000,,,,,,104,12,10270,10262,,53,1,1,120,3,,,,,,,,,
2015112118,36,4,,1000,,,,,,99,4,10271,10263,,52,1,1,120,3,,,,,,,,,
2015112119,36,3,,1000,,,,,,93,14,10277,10269,,58,1,1,110,4,,,,,,,,,
2015112120,36,1,,1000,,,,,,95,12,10284,10276,,56,0,,,,,,,,,,,,
2015112121,3,5,,1000,,,,,,80,-7,10285,10277,,54,0,,,,,,,,,,,,
2015112122,5,4,,1000,,,,,,74,4,10283,10275,,61,0,,,,,,,,,,,,
2015112123,2,4,,1000,,,,,,65,4,10289,10281,,65,0,,,,,,,,,,,,
2015112124,36,3,,1000,,,,,,82,6,10289,10281,,59,0,,,,,,,,,,,,
2015112201,2,4,,1000,,,,,,77,8,10288,10280,,62,0,,,,,,,,,,,,
2015112202,3,7,,1000,,,,,,75,12,10291,10283,,65,0,,,,,,,,,,,,
2015112203,3,9,,1000,,,,,,82,5,10290,10282,,59,3,3,200,0,,,,,,,,,
2015112204,4,7,,1000,,,,,,77,5,10286,10278,,61,3,3,200,0,,,,,,,,,
2015112205,3,10,,1000,,,,,,71,13,10285,10277,,67,2,2,200,0,,,,,,,,,
2015112206,4,11,,1000,,,,,,68,11,10285,10277,,67,2,2,200,0,,,,,,,,,
2015112207,4,10,,1000,,,,,,71,18,10286,10278,,69,4,4,200,0,,,,,,,,,
2015112208,6,10,,1000,,,,,,72,18,10287,10279,,69,3,3,200,0,,,,,,,,,
2015112209,7,6,,1000,,,,,,75,20,10297,10289,,68,5,1,30,6,5,200,0,,,,,,
2015112210,5,11,,1000,,,,,,92,24,10299,10291,,62,5,1,30,6,3,140,3,5,200,0,,,
2015112211,4,6,,1000,,,,,,103,27,10297,10289,,60,5,1,30,6,3,120,3,5,200,0,,,
2015112212,4,8,,1000,,,,,,110,28,10290,10282,,57,5,1,30,6,3,120,3,5,180,1,,,
2015112213,4,8,,1000,,,,,,118,27,10281,10273,,54,6,1,30,6,6,120,4,,,,,,
2015112214,2,8,,1000,,,,,,130,33,10275,10267,,52,5,1,30,6,5,120,3,,,,,,
2015112215,3,9,,1000,,,,,,121,34,10273,10265,,55,6,3,30,6,6,120,3,,,,,,
2015112216,3,9,,1000,,,,,,123,35,10270,10262,,55,7,4,30,6,7,120,3,,,,,,
2015112217,4,10,,1000,,,,,,120,41,10270,10262,,59,8,4,30,6,8,110,4,,,,,,
2015112218,5,14,,1000,,,,,,112,37,10269,10261,,60,8,4,30,6,8,110,4,,,,,,
2015112219,5,15,,1000,,,,,21,100,37,10270,10262,0,65,8,4,30,6,8,110,4,,,,,,
2015112220,5,14,,1000,,,,,61,91,44,10275,10267,0,72,8,4,25,6,8,110,4,,,,,,
2015112221,6,15,,1000,,,,,61,81,49,10276,10268,20,80,8,2,10,7,4,25,6,8,80,5,,,
2015112222,5,16,,1000,,,,,61,76,46,10271,10263,5,82,8,2,10,7,5,25,6,8,80,5,,,
2015112223,5,14,,1000,,,,,61,74,44,10272,10264,0,81,8,2,10,7,5,25,6,8,80,5,,,
2015112224,5,15,,1000,,,,,61,74,44,10270,10262,5,81,8,2,10,7,5,25,6,8,80,5,,,
2015112301,6,15,,1000,,,,,61,71,46,10270,10262,5,84,8,2,10,7,5,25,6,8,80,5,,,
2015112302,6,15,,1000,,,,,61,70,47,10265,10257,0,85,8,2,10,7,5,25,6,8,80,5,,,
2015112303,6,16,,1000,,,,,61,68,46,10263,10255,0,86,8,2,15,7,5,25,6,8,80,5,,,
2015112304,6,14,,1000,,,,,61,66,45,10260,10252,10,86,8,2,15,7,5,25,6,8,80,5,,,
2015112305,6,13,,1000,,,,,61,65,44,10261,10253,0,86,8,2,15,7,5,25,6,8,80,5,,,
2015112306,5,15,,1000,,,,,61,64,43,10262,10254,10,86,8,2,15,7,5,25,6,8,80,5,,,
2015112307,5,15,,1000,,,,,61,62,40,10261,10253,0,86,8,2,15,7,5,25,6,8,80,5,,,
2015112308,6,14,,1000,,,,,21,61,38,10259,10251,0,85,7,5,25,6,7,100,3,,,,,,
2015112309,6,13,,1000,,,,,,66,43,10259,10251,,85,7,5,25,6,7,100,3,,,,,,
2015112310,6,11,,1000,,,,,,70,44,10260,10252,,83,8,5,25,6,8,100,4,,,,,,
2015112311,6,10,,1000,,,,,,74,41,10262,10254,,80,8,5,25,6,8,100,4,,,,,,
2015112312,5,11,,1000,,,,,,86,47,10257,10249,,76,7,5,25,6,7,100,3,,,,,,
2015112313,5,8,,1000,,,,,,90,42,10247,10239,,72,7,5,25,6,7,100,3,,,,,,
2015112314,4,8,,1000,,,,,,94,40,10244,10236,,69,7,3,30,6,5,100,3,7,180,0,,,
2015112315,2,7,,1000,,,,,,101,41,10243,10235,,67,7,4,25,6,7,110,4,,,,,,
2015112316,3,7,,1000,,,,,,101,40,10243,10235,,66,6,3,30,6,6,110,3,,,,,,
2015112317,36,5,,1000,,,,,,100,38,10248,10240,,65,6,4,30,6,6,110,3,,,,,,
2015112318,34,8,,1000,,,,,,96,41,10252,10244,,69,6,4,25,6,6,110,3,,,,,,
2015112319,35,6,,1000,,,,,,97,40,10257,10249,,68,6,2,18,7,4,30,6,6,110,3,,,
2015112320,34,10,,1000,,,,,,93,33,10256,10248,,66,7,2,15,7,5,30,6,7,110,3,,,
2015112321,33,13,,1000,,,,,,84,46,10263,10255,,77,7,2,15,7,4,30,6,7,110,4,,,
2015112322,32,16,,1000,,,,,,71,23,10264,10256,,72,7,2,15,7,4,30,6,7,110,4,,,
2015112323,34,14,,1000,,,,,,61,18,10268,10260,,74,7,2,15,7,4,30,6,7,110,4,,,
2015112324,35,14,,1000,,,,,,54,8,10271,10263,,72,7,2,15,7,4,30,6,7,120,3,,,
2015112401,34,16,,1000,,,,,,37,-17,10268,10260,,68,7,1,15,7,3,30,6,7,130,3,,,
2015112402,36,15,,1000,,,,,,34,-17,10271,10262,,69,5,3,30,6,5,130,3,,,,,,
2015112403,36,11,,1000,,,,,,32,-19,10275,10266,,69,5,2,30,6,4,130,3,5,200,0,,,
2015112404,36,9,,1000,,,,,,29,-20,10269,10260,,70,5,2,30,6,3,130,3,5,200,0,,,
2015112405,36,10,,1000,,,,,,29,-24,10267,10258,,68,3,2,30,6,3,130,3,,,,,,
2015112406,36,9,,1000,,,,,,26,-22,10272,10263,,70,5,2,30,6,5,130,3,,,,,,
2015112407,36,8,,1000,,,,,,26,-23,10270,10261,,70,5,1,30,6,3,130,3,5,180,0,,,
2015112408,35,8,,1000,,,,,,26,-16,10274,10265,,73,6,2,30,6,4,130,3,6,180,0,,,
2015112409,35,6,,1000,,,,,,29,-16,10283,10274,,72,8,2,30,6,6,130,3,8,180,2,,,
2015112410,35,6,,1000,,,,,,34,-12,10286,10277,,72,8,2,10,7,6,130,3,8,180,2,,,
2015112411,3,5,,1000,,,,,,38,-15,10286,10277,,68,8,2,10,7,6,130,3,8,180,2,,,
2015112412,2,6,,1000,,,,,,47,-7,10280,10272,,67,8,2,10,7,6,120,3,8,180,2,,,
2015112413,5,9,,1000,,,,,,54,-5,10263,10255,,66,8,1,30,6,6,120,3,8,180,2,,,
2015112414,4,9,,1000,,,,,,59,0,10252,10244,,66,8,2,10,7,6,120,3,8,180,2,,,
2015112415,6,10,,1000,,,,,,68,3,10243,10235,,63,8,2,10,7,6,120,3,8,180,2,,,
2015112416,5,5,,1000,,,,,,72,6,10251,10243,,63,8,2,10,7,7,120,3,8,180,2,,,
2015112417,36,5,,1000,,,,,,71,10,10251,10243,,65,7,5,120,3,7,180,0,,,,,,
2015112418,1,5,,1000,,,,,,74,8,10252,10244,,63,7,3,30,6,5,110,3,7,180,0,,,
2015112419,3,6,,1000,,,,,,75,9,10248,10240,,63,7,4,30,6,5,110,3,7,180,0,,,
2015112420,3,7,,1000,,,,,,74,9,10248,10240,,64,7,4,30,6,7,110,4,,,,,,
2015112421,5,8,,1000,,,,,,69,4,10246,10238,,63,8,4,30,6,8,110,4,,,,,,
2015112422,6,6,,1000,,,,,,69,4,10242,10234,,63,8,5,30,6,8,100,4,,,,,,
2015112423,7,5,,1000,,,,,61,62,22,10241,10233,0,75,8,2,10,7,5,25,6,8,90,4,,,
2015112424,4,8,,800,,,,,61,51,21,10235,10227,10,81,8,2,10,7,6,25,6,8,80,5,,,
2015112501,5,7,,700,,,,,61,45,23,10230,10222,10,86,8,2,10,7,6,25,6,8,80,5,,,
2015112502,5,8,,700,,,,,61,46,27,10229,10221,15,87,8,2,10,7,6,25,6,8,80,5,,,
2015112503,6,8,,800,,,,,61,43,20,10221,10213,20,85,8,2,8,7,6,25,6,8,80,5,,,
2015112504,5,9,,700,,,,,61,36,15,10219,10211,10,86,8,2,8,7,6,25,6,8,80,5,,,
2015112505,2,9,,900,,,,,61,26,6,10218,10210,5,87,8,2,7,7,6,25,6,8,80,5,,,
2015112506,4,9,,1000,,,,,61,26,7,10213,10205,0,87,8,2,10,7,6,25,6,8,80,5,,,
2015112507,5,8,,1000,,,,,61,23,5,10210,10202,5,88,8,2,6,7,5,25,6,8,80,5,,,
2015112508,7,6,,1000,,,,,21,23,5,10205,10197,0,88,8,1,10,7,5,25,6,8,90,4,,,
2015112509,6,3,,800,,,,,10,29,9,10209,10201,,86,8,2,15,7,5,25,6,8,80,4,,,
2015112510,3,3,,700,,,,,10,35,15,10208,10200,,87,8,2,10,7,5,25,6,8,80,4,,,
2015112511,33,8,,800,,,,,10,42,10,10206,10198,,80,8,2,15,7,5,25,6,8,80,4,,,
2015112512,33,10,,1000,,,,,,44,5,10200,10192,,76,8,2,15,7,5,25,6,8,80,4,,,
2015112513,32,11,,1000,,,,,,52,2,10191,10183,,70,7,5,25,6,7,100,3,,,,,,
2015112514,33,11,,1000,,,,,,53,-2,10185,10177,,67,7,5,25,6,7,100,3,,,,,,
2015112515,33,10,,1000,,,,,21,47,-13,10176,10168,0,65,7,5,25,6,7,100,3,,,,,,
2015112516,33,12,,1000,,,,,61,41,-4,10175,10167,0,72,8,5,25,6,8,90,4,,,,,,
2015112517,33,12,,800,,,,,61,32,3,10180,10172,0,81,8,2,15,7,6,30,6,8,80,4,,,
2015112518,33,13,,800,,,,,61,32,-5,10178,10170,5,76,8,2,15,7,6,30,6,8,80,4,,,
2015112519,33,13,,800,,,,,61,30,-6,10179,10171,0,77,8,2,15,7,6,30,6,8,80,4,,,
2015112520,33,14,,800,,,,,10,32,-10,10176,10168,0,74,8,2,15,7,6,30,6,8,80,4,,,
2015112521,33,15,,1000,,,,,,25,-16,10176,10168,,74,8,5,25,6,8,100,4,,,,,,
2015112522,33,17,,1000,,,,,68,20,-30,10178,10170,0,69,8,2,15,7,6,25,6,8,100,4,,,
2015112523,33,15,,1000,,,,,23,19,-35,10179,10171,0,67,8,2,15,7,5,25,6,8,100,4,,,
2015112524,32,11,,140,100,200,200,,71,0,-17,10180,10171,0,87,8,2,15,7,5,25,6,8,100,4,,,
2015112601,33,13,,400,,,,,71,7,-22,10174,10165,0,81,8,2,10,7,6,25,6,8,100,4,,,
2015112602,33,18,,200,50,110,33,,73,-4,-22,10167,10158,0,87,8,2,10,7,6,25,6,8,100,4,,,
2015112603,33,20,,160,,,140,,73,-6,-37,10165,10156,0,79,8,2,10,7,6,25,6,8,80,4,,,
2015112604,34,19,,450,,,,,71,-1,-32,10160,10151,0,79,8,2,10,7,6,25,6,8,80,4,,,
2015112605,34,17,,1000,,,,,22,0,-53,10157,10148,0,67,8,2,10,7,6,25,6,8,80,4,,,
2015112606,34,17,,1000,,,,,,-7,-63,10154,10145,,66,8,2,10,7,6,25,6,8,100,4,,,
2015112607,1,12,,1000,,,,,,-10,-60,10155,10146,,69,7,7,25,6,,,,,,,,,
2015112608,33,17,,1000,,,,,,-14,-71,10159,10150,,65,6,6,25,6,,,,,,,,,
2015112609,33,20,,1000,,,,,,-15,-76,10161,10152,,63,7,7,25,6,,,,,,,,,
2015112610,34,19,,1000,,,,,,-14,-75,10165,10156,,63,5,2,20,8,5,30,6,,,,,,
2015112611,33,18,,1000,,,,,,-15,-81,10166,10157,,60,5,2,20,8,5,30,6,,,,,,
2015112612,33,20,,1000,,,,,,-18,-87,10164,10155,,59,5,2,20,8,5,30,6,,,,,,
2015112613,31,20,,1000,,,,,,-12,-99,10159,10150,,51,6,2,20,8,6,30,6,,,,,,
2015112614,32,19,,1000,,,,,,-14,-105,10156,10147,,50,6,2,20,8,6,30,6,,,,,,
2015112615,32,17,,1000,,,,,85,-13,-95,10157,10148,0,53,7,2,20,8,7,30,6,,,,,,
2015112616,33,14,,1000,,,,,85,-17,-79,10161,10152,0,62,7,2,20,8,7,30,6,,,,,,
2015112617,32,11,,1000,,,,,85,-18,-75,10165,10156,0,65,7,2,20,8,7,30,6,,,,,,
2015112618,34,15,,1000,,,,,26,-18,-82,10170,10161,0,61,7,2,20,8,7,30,6,,,,,,
2015112619,34,14,,1000,,,,,,-19,-73,10176,10167,,66,6,2,20,8,6,30,6,,,,,,
2015112620,33,15,,1000,,,,,,-21,-81,10182,10173,,63,6,6,25,6,,,,,,,,,
2015112621,33,16,,1000,,,,,26,-23,-90,10189,10180,0,60,6,2,20,8,6,30,6,,,,,,
2015112622,36,12,,1000,,,,,26,-26,-90,10194,10185,0,61,6,2,20,8,6,30,6,,,,,,
2015112623,36,13,,1000,,,,,26,-27,-101,10199,10190,0,56,5,5,25,6,,,,,,,,,
2015112624,36,11,,1000,,,,,,-31,-104,10208,10199,,57,4,4,30,6,,,,,,,,,
2015112701,33,15,,1000,,,,,,-37,-108,10209,10200,,58,4,4,30,6,,,,,,,,,
2015112702,35,12,,1000,,,,,,-39,-108,10216,10207,,58,4,4,30,6,,,,,,,,,
2015112703,36,9,,1000,,,,,,-43,-112,10223,10214,,58,2,2,30,6,,,,,,,,,
2015112704,1,7,,1000,,,,,,-43,-109,10227,10218,,60,1,1,30,6,,,,,,,,,
2015112705,34,11,,1000,,,,,,-29,-83,10229,10220,,66,4,4,25,6,,,,,,,,,
2015112706,35,11,,1000,,,,,,-19,-70,10234,10225,,68,4,2,20,8,4,30,6,,,,,,
2015112707,1,8,,1000,,,,,,-18,-67,10237,10228,,69,4,4,25,6,,,,,,,,,
2015112708,4,6,,1000,,,,,,-25,-73,10245,10236,,69,6,6,25,6,,,,,,,,,
2015112709,6,5,,1000,,,,,,-28,-80,10248,10239,,67,7,4,25,6,7,120,3,,,,,,
2015112710,33,13,,1000,,,,,22,4,-67,10252,10243,0,59,6,4,25,6,6,120,3,,,,,,
2015112711,34,15,,1000,,,,,,2,-74,10257,10248,,56,3,3,25,6,,,,,,,,,
2015112712,33,14,,1000,,,,,,10,-72,10252,10243,,54,2,2,25,6,,,,,,,,,
2015112713,32,10,,1000,,,,,,9,-71,10250,10241,,55,6,4,30,6,6,120,3,,,,,,
2015112714,32,11,,1000,,,,,,14,-68,10252,10243,,54,6,4,30,6,6,120,3,,,,,,
2015112715,32,12,,1000,,,,,,13,-67,10254,10245,,55,6,4,30,6,6,120,3,,,,,,
2015112716,34,12,,1000,,,,,,12,-68,10257,10248,,55,7,4,30,6,7,120,3,,,,,,
2015112717,33,13,,1000,,,,,,10,-72,10264,10255,,54,7,4,30,6,7,120,3,,,,,,
2015112718,33,12,,1000,,,,,,9,-76,10268,10259,,53,7,4,30,6,7,120,3,,,,,,
2015112719,32,11,,1000,,,,,,3,-69,10273,10264,,58,5,3,30,6,5,120,3,,,,,,
2015112720,34,10,,1000,,,,,,-1,-69,10278,10269,,60,2,2,30,6,,,,,,,,,
2015112721,35,9,,1000,,,,,,-1,-78,10283,10274,,56,3,1,30,6,3,120,3,,,,,,
2015112722,1,8,,1000,,,,,,-5,-89,10285,10276,,53,3,1,30,6,3,120,3,,,,,,
2015112723,8,4,,1000,,,,,,-7,-81,10289,10280,,57,5,3,30,6,5,110,3,,,,,,
2015112724,7,6,,1000,,,,,,-6,-68,10292,10283,,62,6,6,40,6,,,,,,,,,
2015112801,6,9,,1000,,,,,,-9,-79,10293,10284,,59,7,7,40,6,,,,,,,,,
2015112802,10,6,,1000,,,,,,-9,-90,10291,10282,,54,7,7,40,6,,,,,,,,,
2015112803,9,5,,1000,,,,,,-7,-89,10292,10283,,53,7,7,40,6,,,,,,,,,
2015112804,7,4,,1000,,,,,,-5,-87,10286,10277,,54,7,7,40,6,,,,,,,,,
2015112805,9,5,,1000,,,,,,-1,-84,10287,10278,,53,7,7,40,6,,,,,,,,,
2015112806,6,6,,1000,,,,,,0,-82,10285,10276,,54,7,7,40,6,,,,,,,,,
2015112807,7,7,,1000,,,,,,1,-82,10291,10282,,53,7,7,40,6,,,,,,,,,
2015112808,7,7,,800,,,,,70,-4,-77,10296,10287,0,57,7,7,30,6,,,,,,,,,
2015112809,6,9,,600,,,,,71,-8,-54,10307,10298,0,70,8,6,30,6,8,100,4,,,,,,
2015112810,7,7,,250,,,,,71,-11,-31,10313,10304,0,86,8,2,7,7,6,30,6,8,80,4,,,
2015112811,9,6,,500,,,,,71,-1,-32,10312,10303,0,79,8,6,30,6,8,80,4,,,,,,
2015112812,7,6,,600,,,,,10,10,-26,10306,10297,0,76,8,6,30,6,8,100,4,,,,,,
2015112813,5,7,,1000,,,,,,23,-38,10301,10292,,64,7,4,30,6,7,110,3,,,,,,
2015112814,14,5,,1000,,,,,,29,-26,10299,10290,,67,6,4,25,6,6,110,3,,,,,,
2015112815,11,3,,1000,,,,,,36,-27,10298,10289,,63,3,2,30,6,3,110,3,,,,,,
2015112816,16,4,,1000,,,,,,34,-27,10300,10291,,64,3,2,30,6,3,110,3,,,,,,
2015112817,13,3,,1000,,,,,,23,-27,10300,10291,,69,2,2,30,6,,,,,,,,,
2015112818,10,3,,1000,,,,,,21,-24,10300,10291,,72,3,3,120,3,,,,,,,,,
2015112819,7,5,,600,,,,,10,24,-19,10305,10296,,73,5,5,120,3,,,,,,,,,
2015112820,7,5,,500,,,,,10,26,-19,10305,10296,,72,7,2,40,6,7,120,3,,,,,,
2015112821,7,5,,450,,,,,10,27,-18,10306,10297,,72,7,2,40,6,7,120,3,,,,,,
2015112822,6,5,,450,,,,,10,28,-17,10306,10297,,72,7,3,40,6,7,120,3,,,,,,
2015112823,6,6,,450,,,,,10,27,-17,10305,10296,,72,6,4,40,6,6,120,3,,,,,,
2015112824,8,5,,450,,,,,10,25,-16,10304,10295,,74,6,4,40,6,6,120,3,,,,,,
2015112901,7,4,,600,,,,,10,26,-13,10303,10294,,75,8,4,40,6,8,120,4,,,,,,
2015112902,9,4,,600,,,,,10,32,-14,10299,10290,,71,8,6,40,6,8,100,4,,,,,,
2015112903,10,6,,500,,,,,61,32,-9,10298,10289,0,74,8,6,40,6,8,100,4,,,,,,
2015112904,7,5,,500,,,,,61,31,-8,10294,10285,0,75,8,6,30,6,8,100,4,,,,,,
2015112905,6,7,,500,,,,,10,30,-5,10289,10280,0,77,8,5,25,6,8,110,4,,,,,,
2015112906,6,7,,420,,,,,10,26,-3,10287,10278,,81,8,1,15,7,4,30,6,8,110,4,,,
2015112907,7,6,,420,,,,,61,24,-2,10286,10277,0,83,8,2,15,7,5,30,6,8,100,4,,,
2015112908,8,6,,380,,,,,61,27,-1,10284,10275,0,81,8,2,15,7,5,30,6,8,100,4,,,
2015112909,9,4,,280,,,,,61,29,3,10284,10275,0,83,8,2,10,7,5,25,6,8,100,4,,,
2015112910,10,6,,250,,,,,51,32,9,10280,10271,0,85,8,2,10,7,5,25,6,8,90,4,,,
2015112911,12,6,,330,,,,,10,43,19,10276,10268,0,85,8,1,15,7,5,30,6,8,100,4,,,
2015112912,13,10,,450,,,,,10,51,21,10265,10257,,81,8,5,30,6,8,100,4,,,,,,
2015112913,15,9,,500,,,,,10,54,20,10259,10251,,79,8,2,10,7,5,30,6,8,100,4,,,
2015112914,14,9,,400,,,,,10,54,22,10249,10241,,80,8,2,10,7,5,30,6,8,100,4,,,
2015112915,13,9,,450,,,,,10,57,24,10243,10235,,79,8,2,10,7,5,30,6,8,100,4,,,
2015112916,14,9,,450,,,,,61,60,24,10242,10234,0,78,8,2,10,7,5,30,6,8,100,4,,,
2015112917,13,7,,450,,,,,10,59,24,10240,10232,0,78,8,5,30,6,8,100,4,,,,,,
2015112918,14,9,,300,,,,,61,57,28,10238,10230,5,82,8,2,10,7,5,25,6,8,80,5,,,
2015112919,14,10,,320,,,,,61,58,29,10237,10229,0,82,8,2,10,7,5,25,6,8,80,5,,,
2015112920,15,8,,350,,,,,61,65,35,10232,10224,0,81,8,2,10,7,5,30,6,8,90,4,,,
2015112921,36,7,,350,,,,,61,67,39,10233,10225,15,82,8,2,10,7,5,25,6,8,80,5,,,
2015112922,8,2,,350,,,,,60,67,42,10236,10228,0,84,8,2,15,7,5,30,6,8,80,5,,,
2015112923,8,1,,350,,,,,60,64,41,10233,10225,0,85,8,2,15,7,5,30,6,8,80,5,,,
2015112924,36,2,,350,,,,,60,66,41,10232,10224,0,84,8,5,30,6,8,100,4,,,,,,
2015113001,31,8,,420,,,,,10,77,33,10227,10219,0,74,8,5,30,6,8,100,4,,,,,,
2015113002,33,11,,420,,,,,10,77,34,10227,10219,,74,8,4,30,6,8,120,4,,,,,,
2015113003,34,11,,400,,,,,10,56,28,10233,10225,,82,7,4,30,6,7,120,4,,,,,,
2015113004,36,9,,420,,,,,10,47,21,10234,10226,,83,6,1,10,7,3,25,6,6,120,3,,,
2015113005,35,7,,350,,,,,10,30,8,10235,10227,,86,4,1,10,7,4,30,6,,,,,,
2015113006,36,6,,400,,,,,10,43,10,10237,10229,,79,4,1,10,7,4,30,6,,,,,,
2015113007,1,6,,400,,,,,10,40,4,10241,10233,,77,4,1,10,7,4,25,6,,,,,,
2015113008,36,7,,600,,,,,10,35,-1,10247,10239,,77,3,1,12,7,3,25,6,,,,,,
2015113009,1,6,,700,,,,,10,43,1,10251,10243,,74,2,2,25,6,,,,,,,,,
2015113010,34,6,,900,,,,,5,49,-8,10256,10248,,66,2,2,25,6,,,,,,,,,
2015113011,34,6,,1000,,,,,,55,-21,10257,10249,,58,1,1,30,6,,,,,,,,,
2015113012,33,7,,1000,,,,,,56,-26,10257,10249,,55,0,,,,,,,,,,,,
2015113013,32,8,,1000,,,,,,64,-30,10249,10241,,51,1,1,30,6,,,,,,,,,
2015113014,32,8,,1000,,,,,,66,-30,10244,10236,,50,0,,,,,,,,,,,,
2015113015,34,9,,1000,,,,,,61,-57,10242,10234,,42,3,3,120,3,,,,,,,,,
2015113016,32,8,,1000,,,,,,55,-36,10245,10237,,52,3,2,120,3,3,180,0,,,,,,
2015113017,31,6,,1000,,,,,,48,-33,10245,10237,,55,3,1,120,3,3,180,0,,,,,,
2015113018,32,5,,1000,,,,,,45,-35,10248,10240,,56,0,,,,,,,,,,,,
2015113019,34,2,,1000,,,,,,35,-38,10252,10244,,59,0,,,,,,,,,,,,
2015113020,4,2,,1000,,,,,,31,-37,10256,10247,,61,0,,,,,,,,,,,,
2015113021,2,4,,1000,,,,,,24,-37,10262,10253,,64,0,,,,,,,,,,,,
2015113022,5,4,,1000,,,,,,21,-38,10264,10255,,65,0,,,,,,,,,,,,
2015113023,7,5,,800,,,,,10,16,-30,10265,10256,,71,0,,,,,,,,,,,,
